CODIGO_ACCIDENTE;FORMULARIO;FECHA;GRAVEDAD;CLASE;CHOQUE;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_MUERTOS;TOTAL_HERIDOS;TEXTO_OBSERVACIONES;CODIGO_CAUSA;DESCRIPCION
1867;3867;11/27/2023 3:25 PM;HERIDOS;CHOQUE;VEHICULO;-74,11913363;4,601299216;16;;1;LA SEÑORA CLARA PASAJERA DEL VH2 NO REALIZA QUERELLA MANIFIESTA QUE ELLA NO DESEA EN EL MOMENTO LLEVAR EL CASO MEDIANTE FISCALIA SE LE EXPLICA QUE DE IGUAL MANERA TIENE 6 MESES PARA QUERELLAR;121;NO MANTENER DISTANCIA DE SEGURIDAD
1868;3868;11/27/2023 2:52 PM;HERIDOS;CHOQUE;VEHICULO;-74,03585834;4,692166948;1;;2;HIPOTESIS 157 VEHICULO N 2 ARTICULO 55 LEY 769 DE 2002;157;OTRA HIPÓTESIS (CONDUCTOR)
1869;3869;11/27/2023 12:29 PM;HERIDOS;CHOQUE;VEHICULO;-74,06868664;4,626205706;3;;4;NO SE DIAGRAMAN LOS VEHICULOS POR QUE FUERON MOVIDOS DE LA POSICION FINAL ;103;ADELANTAR CERRANDO
1870;3870;11/27/2023 11:20 AM;DANOS;CHOQUE;OBJETO;-74,06485108;4,648854986;13;;;CONDUCTOR MANIFIESTA QUE HABIA MOTOCICLETAS A UN COSTADO DE LA VIA Y PIERDE LA VISIBILIDAD DE LA PARTE TRASERA DEL VEHICULO CORRIJO CASILLA N 8 2  NUMERO DE POLIZA SOAT 438004142033000;157;OTRA HIPÓTESIS (CONDUCTOR)
1871;3871;11/27/2023 11:00 AM;HERIDOS;CAIDA;;-74,17201338;4,607672965;8;;1;NO SE INMOBILIZA EL BUS YA QUE LA PASAJERA NO DESEA FIRMAR QUERELLA;157;OTRA HIPÓTESIS (CONDUCTOR)
1872;3872;11/27/2023 10:11 AM;HERIDOS;ATROPELLO;;-74,09104554;4,753921813;11;;2;NO SE DIAFRAMA VEICULO YA QUE FUERON MOVIDOS DEL LUGAR DE LOS HEHCOS SE ANEXA ORDEN DE COMPARENDO N 3950158191 CONDUCOR DEL VEHICULO 1;139;IMPERICIA EN EL MANEJO
1873;3873;11/27/2023 8:36 AM;HERIDOS;CHOQUE;VEHICULO;-74,11162555;4,627577785;16;;2;HIPOTESIS DE ACCIDENTALIDAD VEHICULO N2 NUMERO 098 TRANSITAR ENTRE VEHICULOS;98;TRANSITAR ENTRE VEHICULOS
1874;3874;11/27/2023 8:25 AM;HERIDOS;CAIDA;;-74,08672076;4,598485345;14;;2;VICTIMA TIENE LA CEDULA COLOMBIANA PERO ES DE NACIONALIDAD VENEZOLANA;122;GIRAR BRUSCAMENTE
1875;3875;11/27/2023 8:08 AM;HERIDOS;CHOQUE;VEHICULO;-74,13759259;4,634685446;8;;1;SE REALIZA EN METROS Y CENTIMETROS NO A ESCALA NO SE DIAGRAMA EL VEHICULO N 2 BICICLETA YA QUE FUE MOVIDA DE SU POSICION FINAL;157;OTRA HIPÓTESIS (CONDUCTOR)
1876;3876;11/27/2023 8:05 AM;HERIDOS;CHOQUE;VEHICULO;-74,11825715;4,688621359;10;;1;HIPOTESIS PARA VEHICULO 1  122 Y PARA VEHICULO 2  098 CORRIJO CASILLA 3 1 LOCALIDAD ES ENGATIVA;122;GIRAR BRUSCAMENTE
1877;3877;11/27/2023 7:44 AM;HERIDOS;ATROPELLO;;-74,05276505;4,680565962;2;;2;EL EVENTO NO SE RADICA EN FISCALIA YA QUE EL ACOMPAÑANTE MANIFIESTA NO QUERER QUERELLAR RESOLUCION 1670 Y 3922 DE 2016 Y LAS CORDIALES N 001 DEL 24 05 2017;308;OTRA HIPÓTESIS (VÍA)
1878;3878;11/27/2023 5:45 AM;HERIDOS;CHOQUE;VEHICULO;-74,11317733;4,672194428;10;;2;HIPOTESIS PARA VEHICULO CORRIJO CASILLA 8 2 NUMERO DE POLIZA VEHICULO 2  85616426;122;GIRAR BRUSCAMENTE
1879;3879;11/27/2023 5:21 AM;HERIDOS;CHOQUE;OBJETO;-74,09533707;4,748313874;11;;1;NO SE INICIA PROCESO POR FISCALIA YA QUE EL LESIONADO NO DESEA INTERPONER NINGUN TIPO DE QUERRELLA POR EL MOMENTO RESOLUCION 01670 Y 63922 DE 2016 Y CIRCULAR N 001 DEL 25 05 2017;157;OTRA HIPÓTESIS (CONDUCTOR)
1880;3880;11/27/2023 1:00 AM;HERIDOS;ATROPELLO;;-74,15441809;4,650630111;8;;1;NO SE CONOCE EL CASO NO DESEA INTERPONER QUEREÑÑA SE HACE CARGO EL SEÑOR RUBEN JORO PEÑA CC 79323809 SE HACE CARGO DEL VEHICULO;157;OTRA HIPÓTESIS (CONDUCTOR)
1881;3881;27/11/2023;DANOS;VOLVAMIENTO;;-74,04673008;4,751799462;1;;;PRESENTA LIENCIA DE CONDUCCION VIRTUAL COMPARENDO 39501806 SE ENTREGA COPIA DE INFORME DE ACCIDENTE DE TRANSITO A001604998 IBA CON UN ACOMPAÑANTE PRADA CASTRO JESSICA PAULA 1069716646;155;CARGUE O DESCARGUE EN HORAS O SITIOS PROHIBIDOS
1882;3882;27/11/2023;HERIDOS;CHOQUE;VEHICULO;-74,06451342;4,64963473;2;;3;CIUDADANO CONDUCTOR DE LA MOTOCICLETA PRESENTA LICENCIA DE CONDUCCION VENEZOLANA;122;GIRAR BRUSCAMENTE
1883;3883;11/26/2023 10:50 PM;MUERTOS;CHOQUE;OBJETO;-74,08109454;4,595091172;17;1;1;POR ESTABLECER DINAMICA YA QUE SE DESCONOCE LA OCURRENCIA DE LOS HECHOS Y LOS INVOLUCRADOS SE ENCUENTRAN EN ESTADO DE INCONCIENCIA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1884;3884;11/26/2023 10:06 PM;HERIDOS;CHOQUE;VEHICULO;-74,13538245;4,59433722;16;;2;SE CORRIJE POSIBLE HIPOTESIS 106;106;ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIGZAG
1885;3885;11/26/2023 8:40 PM;HERIDOS;CHOQUE;VEHICULO;-74,11046145;4,510721744;5;;2;SE REALIZA ORDEN DE COMPARENDO N 39501639 AL CONDUCTOR VH2 POR INFRACCION D01 SE DEJA CONSTANCIA QUE NINGUNA DE LAS 2 PERSONAS LESIONADAS DESEA QUERELLAR MANIFIESTAN NO QUERER SE CONOZCA EL CASO POR FISCALIA SE LES EXPLICA QUE TIENEN 6 MESES PARA INTERPONER LA DENUNCIA EN FISCALIA ;139;IMPERICIA EN EL MANEJO
1886;3886;11/26/2023 7:00 PM;HERIDOS;ATROPELLO;;-74,08933429;4,600358121;14;;1;SE DEJA CLARIDAD DE QUE EL VEHICULO ES UNA BICICLETA CONDUCIDAD POR UN MENOR DE EDAD ;142;SEMAFORO EN ROJO
1887;3887;11/26/2023 5:50 PM;HERIDOS;CAIDA;;-74,15980665;4,615950198;8;;1;CORRIJO CAISLLA 3 DIRECCION AV 1 DE MAYO CON CLL 42 SUR SE DEJA CONSTANCIA QUE LA PASAJERA EMELY ORTIZ NO DESEA INTERPONER QUERELLA DE IGUAL MANERA SE LE EXPLICA EL PRODECIMIENTO Y SE LE HACE SABER QUE TIENE 6 MESES PARA INTERPONER QUERELLA CIRCULAR 001 DE 25 05 2017;306;HUECOS
1888;3888;11/26/2023 5:40 PM;DANOS;CHOQUE;VEHICULO;-74,07321958;4,667640611;12;;;SE REALIZA ORDEN DE COMPARENDO N 039390491 POR EMBRIAGUEZ POSITIVO GRADO II ;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1889;3889;11/26/2023 5:30 PM;DANOS;CHOQUE;OBJETO;-74,10085974;4,670677488;10;;;VEHICULO CHOCA CON LA UNIDAD SEMAFORICA IDENTIFICADA CON NUMERO INTERNO 53 CYT 0060 AL VERIFICAR DOCUMENTACION SE ENCUENTRA SOAT VENCIDO DESDE LA FECHA 03 09 2023  N DE CONSECUTIVO 3950051;157;OTRA HIPÓTESIS (CONDUCTOR)
1890;3890;11/26/2023 4:40 PM;HERIDOS;VOLVAMIENTO;;-74,14718558;4,535554018;19;;2;MANIFIESTA CONDUCTOR DEL VH1 Y SU ACOMPAÑANTE COLUNTARIAMENTE NO INTERPONER QUERELLA DENUNCIA PARA PROCEDIMIENTO AL LUGAR NO REALIZO PRESENCIA PROPIETARIO DEL CANINO;157;OTRA HIPÓTESIS (CONDUCTOR)
1891;3891;11/26/2023 3:42 PM;HERIDOS;ATROPELLO;;-74,1247609;4,726207782;10;;2;DIRECCION CORRECTA ES CALLE 80 CARRERA 119;157;OTRA HIPÓTESIS (CONDUCTOR)
1892;3892;11/26/2023 1:50 PM;HERIDOS;CHOQUE;VEHICULO;-74,04340816;4,767674167;1;;2;VH1 CORRIJO CLASE DE VEHICULO BICITAXI CON NUMERO DE MOTOR 0450 0113T012 CORRIJO CASILLA 8 1 AELLIDOS Y NOMBRES SILVA OBANDO HECTIS ESPERANZA;157;OTRA HIPÓTESIS (CONDUCTOR)
1893;3893;11/26/2023 1:40 PM;HERIDOS;ATROPELLO;;-74,20128969;4,631729074;7;;1;NOMBRE CORRECTO DEL PEATON YEFERSON DUVAN LUNA CORREA;157;OTRA HIPÓTESIS (CONDUCTOR)
1894;3894;11/26/2023 1:26 PM;HERIDOS;CHOQUE;VEHICULO;-74,15703846;4,573624909;19;;2;HIPOTESIS 112 SEÑAL SR 01 EL CONDUCTOR DE MANERA VOLUNTARIA Y VERBAL ME INDICA QUE EL VEHICULO N 2 ES DE PLACA ESM922 QUE CORRESPONDE A UN TAXI SERVICIO PUBLICO;157;OTRA HIPÓTESIS (CONDUCTOR)
1895;3895;11/26/2023 1:20 PM;HERIDOS;CHOQUE;VEHICULO;-74,14250998;4,65350013;8;;1;CORRIJO CASILLA 8 2 VEHICULO 2 LICENCIA DE TRANSITO 10016421606 8 3 CLASE DE VEHICULO CAMION;157;OTRA HIPÓTESIS (CONDUCTOR)
1896;3896;11/26/2023 1:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,08799318;4,689125702;10;;3;HIPOTESIS 122 PARA EL VEHICULO 1 SE REALIZA ORDEN DE COMPARENDO POR INFRACCION C35 AL CONDUCTOR DEL VEHICULO 1 N 39500477;122;GIRAR BRUSCAMENTE
1897;3897;11/26/2023 11:27 AM;HERIDOS;CHOQUE;VEHICULO;-74,16201142;4,608838628;8;;2;CORRIJO CASILLA VEHICULO 1 CONDUCTOR EMBIAGUEZ CASILLAS EN BLANCO CORRECION CASILLA 7 CARACTERISTICAS DE LA VIA 2 EN UN ANDEN VEHICULO N 2 CLASE PATINETA CORRECION CASILLA 1 ORGANISMO TRANSITO BOGOTA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1898;3898;11/26/2023 10:03 AM;HERIDOS;CAIDA;;-74,18382558;4,636131503;7;;1;EL COCHE NO ES ASEGURADO POR LA MADRE DEL MENOR Y NO ESTA REALIZANDO EL CORRECTO USO DE LOS ELEMENTOS DE SUJECION DE SEGURIDAD;411;OTRA HIPÓTESIS (PEATÓN)
1899;3899;11/26/2023 7:20 AM;HERIDOS;CHOQUE;VEHICULO;-74,11095289;4,690935477;10;;1;NO SE DIAGRAMAN VEHICULOS TODA VEZ QUE FUEON MOVIDOS DEL LUGAR DE LOS HECHOS DEJO CONSTANCIA QUE EL SEÑOR JORGE NOSSA CABEZAS MANIFESTO LIBREMENTE NO QUERER QUERELLAR POR LO TANTO LOS VEHICULOS NO SERAN INMOVILIZADOS ;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1900;3900;11/26/2023 6:40 AM;HERIDOS;CHOQUE;VEHICULO;-74,11710588;4,704427111;10;;2;HIPOTESIS 142 PARA VEHICULO 1;142;SEMAFORO EN ROJO
1901;3901;11/26/2023 6:32 AM;HERIDOS;CHOQUE;VEHICULO;-74,16201947;4,638933985;8;;1;CORRECION CASILLA 7 VI 1 CALZADA UNA ;301;AUSENCIA TOTAL O PARCIAL DE SEÑALES
1902;3902;11/26/2023 6:15 AM;HERIDOS;CHOQUE;OBJETO;-74,10412131;4,492139973;5;;1;SE CORRIJE DIRECCION DIAGONAL 99 B SUR CON 6 ESTE 47 SE PRESENTA EL SEÑOR GIL ROBERTO CAÑO AYALA DE CC 79578779 EL CUAL MANIFIESTA QUE TENIA SU VEHICULO PARQUEADO Y ESTE SE RODO GOLPEANDO LA VIVIENDA Y PRODUCIENDO UN INCENDIO DONDE SALE HERIDA UNA DE SUS HABITANTES A CAUSA DEL INCENDIO ;125;ESTACIONAR SIN SEGURIDAD
1903;3903;11/26/2023 5:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,11160199;4,66676109;9;;1;SE CORRIJE CROQUIS EL VEHICULO N 1 ES EL TAXI VEHICULO N 2 ES BICICLETA;121;NO MANTENER DISTANCIA DE SEGURIDAD
1904;3904;11/26/2023 5:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,12483332;4,569918901;18;;1;SE CORRIJE LA CEDULA DEL CONDUCTOR VH 1 1023008078 SE DEJA LA CONSTANCIA SE VERIFICA POR LA COMPARENDERA LOS DATOS DE LA MOTOCICLETA ESTE VEHICULO TIENE DOCUMENTOS EXPIRADOS LA LICENCIA DE TRANSITO APARECE LA PLACA DE LA MOTOCICLETA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1905;3905;11/26/2023 3:10 AM;DANOS;CHOQUE;VEHICULO;-74,11582378;4,639781459;9;;;ORDEN DE CMPARENDO 39501276 POR D02 39500611 POR C35  3945680 POR F TODAS LAS ORDENES DE COMPARENDO PARA EL VH2 GRADO 1 DE EMBRIAGUEZ;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1906;3906;11/26/2023 2:37 AM;DANOS;CHOQUE;OBJETO;-74,10676462;4,671176059;10;;;EL VH 2 SE ENCONTRABA ESTACIONADO CON SEÑALIZACION POR QUE SE HABIA VARADO COMO RESPONSABLE DE EL VH SE PRESENTA EL SEÑOR YULIAN ALEXANDER MORENO ANGULO DIRECCION CR 82 G BIS N 59 62 SUR TEL 3202144443 SE REALIZA PROCEDIMIENTO DE EMBRIAGUEZ AL CONDUCTOR VH 1 ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1907;3907;11/26/2023 2:14 AM;DANOS;CHOQUE;VEHICULO;-74,1085845;4,742788754;11;;;CORRIJO NÚMERO DE LICENCIA DE TRANSITO ES N 10027362713 SE ANEXA NUMERO DE COMPARENDO 39499618 PARA EL CONDUCTOR DEL VEHICULO 1 POR LA INFRACCION F ;132;NO RESPETAR PRELACION
1908;3908;11/26/2023 1:40 AM;DANOS;CHOQUE;VEHICULO;-74,14488522;4,587715896;6;;;SE REALIZA ORDEN DE COMPARENDO 39445888 POR INFRACCION F POSITIVO GRADO 2 PARA EL VEHICULO NUMERO 1 TAXI;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1909;3909;11/26/2023 1:36 AM;HERIDOS;CHOQUE;VEHICULO;-74,19914527;4,625342174;7;;3;NO SE DIAGRAMA VEHICULOS YA QUE FUERON MOVIDOS DEL LUGAR DEL ACCIDENTE POR RAZONES DESCONOCIDAS;132;NO RESPETAR PRELACION
1910;3910;26/11/2023;HERIDOS;ATROPELLO;;-74,15881155;4,572247674;19;;3;LESIONADO PEATON N 1 NO SUMINISTRA MAS DATOS MANIFIESTA NO ACORDARSE SE LLAMA AL OTRO FAMILIAR LESIONADOS Y TAMBIEN MANIFIESTA NO SABER MAS DATOS DEL FAMILIAR ;145;ARRANCAR SIN PRECAUCION
1911;3911;26/11/2023;HERIDOS;CHOQUE;VEHICULO;-74,06572548;4,739856441;11;;1;EN EL LUGAR DE LOS HECHOS QUEDO EN EL PISO LA PLACA DE PLANOS DBO981 A LO QUE MANIFIESTA EL CONDUCTOR DE LA MOTOCICLETA PERTENECE AL VEHICULO QUE ESTUVO INVOLUCRADO EN EL ACCIDENTE Y SE DA A LA FUGA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1912;3912;11/25/2023 11:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,12859198;4,586809242;6;;3;SE CORRIGE CASILLA 8 1 DEL VH1 EL CONDUCTOR MANIFIESTA SENTIRSE MAL Y ES TRASLADADO A LA CLINICA SANTA JULIANA PRESENTANDO TRAUMA DE TORAX SE CORRIGE CASILLA 10 TOTAL HERIDOS 3 ACOMPAÑANTE 1 CONDUCTORES 2 TOTAL HERIDOS 3;157;OTRA HIPÓTESIS (CONDUCTOR)
1913;3913;11/25/2023 11:08 PM;HERIDOS;CHOQUE;VEHICULO;-74,09826604;4,677186948;10;;1;EL CONDUCTOR VH 2 SE DA A LA FUGA EN EL LUGAR SE PRESENTA EL SEÑOR MIGUEL ORLANDO CAPERA IDENTIFICACION CON CC 1026299573 TEL 3132338302 DR CR 4  3259 QUIEN PRESENTA LOS DOCUMETNOS DE LA MOTO MANIFIESTANDO QUE EL CONDUCTOR SE DA A LA FUGA AL CONDUCTOR VH 1  SE LE REALIZAN 3 ORDENES DE COMPARENDOS ;139;IMPERICIA EN EL MANEJO
1914;3914;11/25/2023 10:50 PM;HERIDOS;ATROPELLO;;-74,10675792;4,579151064;18;;2;CORRIJO FECHA VENCIMIENTO SOAT VEH 1 17 06 2024 SE DEJA CONSTANCIA QUE EL PEATON N 1 NO ES POSIBLE UBICAR MAS DATOS POR LAS LESIONES QUE PRESENTA Y DEL PEATON N 2 NO ES POSIBLE IDENTIFICARLA YA QUE AL MOMENTO NO PORTA DOCUMENTO Y EN EL CENTRO ASISTENCIAL TAMPOCO COLOCANDOLO COMO NN CON LESIONES DE G;157;OTRA HIPÓTESIS (CONDUCTOR)
1915;3915;11/25/2023 10:46 PM;HERIDOS;CHOQUE;VEHICULO;-74,14169637;4,638287016;8;;4;SE LE REALIZA ORDEN DE COMPARENDO AL CONDUCTOR N 1 POR LICENCIA VENCIDA COMPARENDO 39390697;127;TRANSITAR EN CONTRAVIA
1916;3916;11/25/2023 10:18 PM;DANOS;CHOQUE;;-74,10899086;4,556782981;18;;;ACLARO PLACA VH 2 SIENDO OBD073 VEH N 2 AL PARECER SE ENCONTRABA ESTACIONADO SOBRE LA CR 5 DS  Y SE RUEDA COLISIONANDO CON EL AUTOMOVIL TAXI 1 POSTERIORMENTE VOLCAMIENTO LATERAL IZQUIERDO AL LUGAR NO HIZO PRESENCIA EL RESPONSABLE DEL AUTOMOVIL N 2 ;125;ESTACIONAR SIN SEGURIDAD
1917;3917;11/25/2023 8:54 PM;HERIDOS;CHOQUE;VEHICULO;-74,11912409;4,744573303;11;;1;CASILLA 3 LA DIRECCION CORRECTA ES CALLE 132D CON CARRERA 148B;127;TRANSITAR EN CONTRAVIA
1918;3918;11/25/2023 4:45 PM;HERIDOS;CHOQUE;VEHICULO;-74,09801392;4,606587507;16;;1;VEHICULOS MOVIDOS DE SU POSICION FINAL;157;OTRA HIPÓTESIS (CONDUCTOR)
1919;3919;11/25/2023 3:54 PM;HERIDOS;ATROPELLO;;-74,06601784;4,617602425;3;;1;NOR FIRMA QUERELLA YA QUE LLEGAN A UN ACUERDO POR LAS LESIONES CAUSADAED EL VH2 SE ENCUENTRA PARQUEADO SIN CONDUCTOR Y EL RESPONSABLE ES EL SEÑOR JUAN PERDOMO SE LE REALIZA ORDEN DE COMPARENDO 39499393 VH MAL ESTACIONADO FRENTE A UN GARAJE CIRCILAR 001 DE 25 05 2017;157;OTRA HIPÓTESIS (CONDUCTOR)
1920;3920;11/25/2023 3:10 PM;DANOS;CHOQUE;VEHICULO;-74,09639654;4,611499093;16;;;SE DEJA CONSTANCIA QUE LOS CONDUCTORES FUERON TRASLADADOSPOR AMBULANCIA QUE SE DESCONOCE Y CADA CONDUCTOR DESISTE DEL INGRESO A LA CLINICA LLEGANDO NUEVAMENTE AL LUGAR DEL ACCIDENTE Y CONOCIENDO EL ACCIDENTE SOLO DAÑOS CORRIJO NOMBRE CONDUCTOR VH1 JHON EDISON LINARES CUBILLOS;127;TRANSITAR EN CONTRAVIA
1921;3921;11/25/2023 1:50 PM;HERIDOS;CHOQUE;VEHICULO;-74,12463335;4,646718355;9;;1;HIPOTESIS 098 PARA CONDUCTOR VEHICULO 2;98;TRANSITAR ENTRE VEHICULOS
1922;3922;11/25/2023 12:05 PM;HERIDOS;CHOQUE;VEHICULO;-74,08419697;4,737571874;11;;2;PEATON LESIONADO SE ENCONTRABA EN EL ANDEN Y ES GOLPEADO POR EL BOMPER AL SALIR EXPULSADO;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1923;3923;11/25/2023 11:15 AM;HERIDOS;ATROPELLO;;-74,16082069;4,633948543;8;;2;SE DIAGRAMA EN METROS Y CENTIMETROS SE LE RE4CIBE PRIMER RESPONSABLE A UNIODADES DEL SECTOR EL VEHICULO QUE ARROLLA A LOS PEATONES EMPRENDE LA HUIDA DEL LUGAR DE LOS VEHICULOS ;157;OTRA HIPÓTESIS (CONDUCTOR)
1924;3924;11/25/2023 10:45 AM;HERIDOS;CHOQUE;VEHICULO;-74,12331072;4,674477131;9;;1;HIPOTESIS 121 PARA VEHICULO 2;121;NO MANTENER DISTANCIA DE SEGURIDAD
1925;3925;11/25/2023 10:10 AM;HERIDOS;OTRO;;-74,0855336;4,545638785;4;;1;SE ACLARA QUE EL CONDUCTOR QUE SE RELACIONA EN LA CASILLA 8 1 AL MOMENTO DEL ACCIDENTE SE ENCONTRABA ENCARGADO DEL VEHICULO  HIPOTESIS 411 ART 55 Y 59 DEL CODIGO NACIONAL DE TRANSITO LEY 769 DEL 2002;411;OTRA HIPÓTESIS (PEATÓN)
1926;3926;11/25/2023 9:30 AM;HERIDOS;CAIDA;;-74,1586372;4,638420688;8;;2;NO SE DIAGRAMA EL VEHICULO YA QUE FUE MOVIDO DEL LUGAR DEL ACCIDENTE ;119;FRENAR BRUSCAMENTE
1927;3927;11/25/2023 8:31 AM;HERIDOS;CHOQUE;VEHICULO;-74,15835289;4,618457945;8;;1;SE ACLARA QUE EL VEHICULO 1 SE ENCUENTRA COMO OBJETO FIJO Y QUIEN SE PLASMA COMO CONDUCTOR EN ESE MOMENTO SE ENCONTRABA EN LA SILLA TRASERA Y LA ABRE SIN PREAUCION OCACIONANDO LA COLICION CON LA CICLA;157;OTRA HIPÓTESIS (CONDUCTOR)
1928;3928;11/25/2023 8:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,16432349;4,618126431;8;;1;CONDUCTOR DEL VEHICULO 2 SE VA DEL LUGAR DE LOS HEHCOSA DEJANDO EN ABANDONO EL VEHICULO PROPIETARIO VH2 MORENO JHON ALEXANDER 1023010907;157;OTRA HIPÓTESIS (CONDUCTOR)
1929;3929;11/25/2023 6:23 AM;HERIDOS;CHOQUE;VEHICULO;-74,09594861;4,570424226;4;;2;NO SE PONE EL EVENTO A DISPOSICION DE LA FISCALIA YA QUE LOS CONDUCTORES DE LOS VEHICULOS NI EL TRIPULANTE DE LA MOTOCICLETA DESEAN FIRMAR QUERELLA REALIZAN CONCILIACION ENTRE ELLOS ;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1930;3930;11/25/2023 6:00 AM;DANOS;CHOQUE;VEHICULO;-74,13531808;4,587931269;6;;;SE CORRIJE CASILLA N 4 LA FECHA DE OCURRENCIA ES 25 11 2023;127;TRANSITAR EN CONTRAVIA
1931;3931;11/25/2023 5:02 AM;HERIDOS;CHOQUE;OBJETO;-74,04834535;4,737632786;1;;1;EL VEHICULO N1 SE ENCONTRABA ESTACIONADO TOTALMENTE APAGADO SOBRE LA BERNA COSTADO IZQUIERDO DE LA VIA COMO RESPONSABLE DEL VEHICULO SE HACE EL SEÑOR  FERNEY LEYVA TORRES DE CEDULA 1005822308  CORRIJO REVISION TECNOMECANICA VEHICULO 1 165407881;157;OTRA HIPÓTESIS (CONDUCTOR)
1932;3932;11/25/2023 4:05 AM;DANOS;CHOQUE;OBJETO;-74,09423737;4,640006026;13;;;CORRIJO CASILLA  79 LITERAL C SEÑAL VERTICAL SR26 CASILLA 5 1 SIENDO CORRECTO SEÑAL VERTICAL CORRIJO CONDUCTOR DEL VEHICULO 1 ES VALORADO EN AMBULANCIA 6624 POR EL ENFERMERO EDWIN NOVA QUIEN MANIFIESTA UNA POSIBLE FRACTURA DE PIERNA DERECHA PERO EL CIUDADANO NO PERMITE EL TRASLADO A CENTRO MEDICO ;139;IMPERICIA EN EL MANEJO
1933;3933;11/25/2023 4:00 AM;DANOS;CHOQUE;VEHICULO;-74,08578707;4,500410514;4;;;VEHICULO 2 REVISION TECNICOMECANICA VENCIDA FECHA 17 11 2023 SE REALIZA ORDEN DE COMPARENDO 39499027 INFRACCION C35 INMOVILICADO MECANICA SE REALIZA PROCEDIMIENTO DE ALCOHOLEMIA EN E30;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1934;3934;11/25/2023 2:35 AM;HERIDOS;CHOQUE;VEHICULO;-74,09762231;4,735018227;11;;4;ANEXO 1 VICTIMAS N 00871 SE LE REALIZA LA ORDEN DE COMPARENDO AL CONDUCTOR DEL VEHICULO N 1 POR LA D1 N DEL COMPARENOD 39499109 DE IGUAL MANERA SE LE NOTIFICA 01 ORDEN DE COMPARENDO AL CONDUCTOR DEL VHEICULO N 2 POR LA D12 N DEL COMPARENDO 39499366;157;OTRA HIPÓTESIS (CONDUCTOR)
1935;3935;11/25/2023 1:15 AM;HERIDOS;CHOQUE;VEHICULO;-74,10897511;4,673284607;10;;1;LA SEÑORA NO SE RADICA EL INFORME ANTE LA FISCALIA GENERAL DE LA NACIONE LA LESIONADA MANIFIESTA SU DESEO DE NO INSTAURAR QUERELLA RESOLUCION 01670 Y 03922 DEL 2016 Y LA CIRCULAR N 001 DEL 25 05 2017;121;NO MANTENER DISTANCIA DE SEGURIDAD
1936;3936;25/11/2023;DANOS;CHOQUE;OBJETO;-74,16888861;4,596096441;7;;;SE CORRIJE CASILLA 5 CLASE DE ACCIDENTE CHOQUE 5 1 CHOQUE CON OBJETI FIJO 5 2 OBJETO FIJO VEHICULO ESTACIONADO SE CORRIJE N DE POLIZA DE SOAT DEL VH 2 708004197074000 Y CASILLA 8 4 CLASE DE SERVICIO OFICIAL ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1937;3937;11/24/2023 10:40 PM;HERIDOS;CHOQUE;VEHICULO;-74,11161808;4,537884804;5;;1;SE DEJA CONSTANCIA QUE ESTE CASO LLEGA POR RECONOCIMIENTO EN LA CLINICA SANTA JULIANA TODOS LOS DATOS RECOPILADOS Y PLASMADOS DEL VH 1 SON OBTENIDOS POR EL SEÑOR PABLO DAVID MOGOLLON CONDUCTOR DEL VH 2 Y AFECTADO EN EL ACCIDENTE QUE INICIALMENTE INTERCAMBIO DATOS CON LA OTRA PARTE ;133;SUBIRSE AL ANDEN O VIAS PEATONALES
1938;3938;11/24/2023 10:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,11931066;4,679143784;10;;2;VEHICULO N 1 SE ENCONTRABA VARADO SOBRE LA VIA CARRIL IZQUIERDO ;137;FALTA DE SEÑALES EN VEHICULO VARADO
1939;3939;11/24/2023 10:00 PM;DANOS;CHOQUE;VEHICULO;-74,13876203;4,656805588;8;;;NO SE DIAGRAMAN LOS VEHICULOS YA QUE FUERON MOVIOS DE SU POSICION FINAL ;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
